timestamp,gpu,power.draw,power.limit
2024-05-26 18:51:23.769030,0,18,
2024-05-26 18:51:26.194221,0,18,
2024-05-26 18:51:30.031484,0,17,
2024-05-26 18:51:32.701638,0,17,
2024-05-26 18:51:35.214076,0,17,
2024-05-26 18:51:37.738894,0,18,
2024-05-26 18:51:40.347772,0,18,
2024-05-26 18:51:42.957927,0,18,
2024-05-26 18:51:45.874053,0,17,
